CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
1801826,180182605,,,1,,,,
1801826,180182606,,,1,,,,
1801826,180182608,,,1,,,,
1801827,180182700,,,1,,,,
1801828,180182800,,,1,,,,
1801829,180182900,1,,,,,,
1801829,180182901,1,,,,,,
1801830,180183000,1,,,,,,
1801831,180183100,1,,,,,,
1801832,180183200,1,,,,,,
1801833,180183300,,,,1,,,
1801834,180183400,1,,,,,,
1801835,180183500,,,1,,,,
1801836,180183600,1,,,,,,
1801837,180183700,1,,,,,,
1801838,180183800,1,,,,,,
1801839,180183900,1,,,,,,
1801840,180184000,1,,,,,,
1801841,180184100,,,1,,,,
1801842,180184200,,,1,,,,
1801843,180184300,1,,,,,,
1801845,180184500,1,,,,,,
1801846,180184600,1,,,,,,
1801847,180184700,1,,,,,,
1801848,180184800,1,,,,,,
1801848,180184801,1,,,,,,
1801848,180184802,1,,,,,,
1801848,180184803,1,,,,,,
1801848,180184804,1,,,,,,
1801848,180184805,1,,,,,,
1801851,180185100,1,,,,,,
1801853,180185300,1,,1,,,,
1801854,180185400,1,,,,,,
1801855,180185500,1,,,,,,
1801856,180185600,1,,,,,,
1801857,180185700,1,,,,,,
1801858,180185800,1,,,,,,
1801859,180185900,1,,,,,,
1801861,180186100,1,,,,,,
1801862,180186200,,1,,,,,
1801864,180186400,,,1,,,,
1801865,180186500,1,,,,,,
1801866,180186600,,,,,,,
1801867,180186700,1,,,,,,
1801868,180186800,1,,,,,,
1801869,180186900,1,,,,,,
1801870,180187000,1,,,,,,
1801871,180187100,1,,,,,,
1801872,180187200,1,,,,,,
1801873,180187300,1,,,,,,
1801874,180187400,1,,,,,,
1801875,180187500,1,,,,,,
1801876,180187600,1,,,,,,
1801878,180187800,,,1,,,,
1801879,180187900,,,1,,,,
1801880,180188000,1,,,,,,
1801880,180188001,,,1,,,,
1801881,180188100,1,,,,,,
1801883,180188300,1,,,,,,
1801884,180188400,1,,,,,,
1801885,180188500,,,1,,,,
1801886,180188600,,,1,,,,
1801887,180188700,1,,,,,,
1801888,180188800,1,,,,,,
1801889,180188900,,,1,,,,
1801890,180189000,1,,,,,,
1801891,180189100,1,,1,,,,
1801892,180189200,1,,,,,,
1801893,180189300,,,1,,,,
1801894,180189400,1,,,,,,
1801896,180189600,,,1,,,,
1801897,180189700,1,,,,,,
1801898,180189800,,,1,,,,
1801899,180189900,,1,,,,,
1801900,180190000,1,,,,,,
1801901,180190100,,,,,,,
1801902,180190200,1,,,,,,
1801904,180190400,,,1,,,,
1801905,180190500,,,1,,,,
1801906,180190600,1,,,,,,
1801907,180190700,1,,,,,,
1801908,180190800,1,,,,,,
1801909,180190900,1,,,,,,
1801910,180191000,,,1,,,,
1801911,180191100,,,1,,,,
1890001,189000100,1,,,,,,
2200001,220000100,1,,,,,,
2200001,220000101,1,,,,,,
2200002,220000200,1,,,,,,
2200003,220000300,1,,,,,,
2200004,220000400,1,,,,,,
2200005,220000500,,,1,,,,
2200005,220000501,,,1,,,,
2200005,220000502,,,1,,,,
2200005,220000504,,,1,,,,
2200005,220000505,,,1,,,,
2200005,220000506,,,1,,,,
2200005,220000507,,,1,,,,
2200005,220000508,,,1,,,,
2200005,220000509,,,1,,,,
2200005,220000513,,,1,,,,
2200005,220000514,,,1,,,,
2200006,220000600,1,,,,,,
2200007,220000700,1,,,,,,
2200008,220000800,1,,,,,,
2200009,220000900,1,,,,,,
2200010,220001000,,,1,,,,
2200010,220001001,,,1,,,,
2200010,220001002,,,1,,,,
2200010,220001005,,,1,,,,
2200010,220001006,,,1,,,,
2200010,220001009,,,1,,,,
2200011,220001100,,,1,,,,
2200011,220001101,,,1,,,,
2200011,220001102,,,1,,,,
2200011,220001104,,,1,,,,
2200011,220001105,,,1,,,,
2200012,220001200,1,,,,,,
2200013,220001300,1,,,,,,
2200014,220001400,1,,,,,,
2200016,220001600,,,1,,,,
2200017,220001700,1,,,,,,
2200018,220001800,1,,,,,,
2200019,220001900,1,,,,,,
2200019,220001901,1,,,,,,
2200020,220002000,,,,,1,,
2200021,220002100,,,1,,,,
2200021,220002102,,,1,,,,
2200021,220002103,,,1,,,,
2200021,220002104,,,1,,,,
2200021,220002105,,,1,,,,
2200021,220002106,,,1,,,,
2200021,220002107,,,1,,,,
2200022,220002200,1,,,,,,
2200023,220002300,1,,,,,,
2200024,220002400,1,,,,,,
2200026,220002600,1,,,,,,
2200026,220002601,1,,,,,,
2200027,220002700,1,,1,,,,
2200029,220002900,1,,1,,,,
2200029,220002901,1,,,,,,
2200031,220003100,1,,,,,,
2200032,220003200,1,,,,,,
2200033,220003300,1,,,,,,
2200035,220003500,1,,,,,,
2200038,220003800,1,,,,,,
2200038,220003801,1,,,,,,
2200039,220003900,,,1,,,,
2200039,220003901,,,1,,,,
2200039,220003902,,,1,,,,
2200039,220003903,,,1,,,,
2200041,220004100,1,,,,,,
2200042,220004200,1,,,,,,
2200043,220004300,1,,,,,,
2200043,220004301,1,,,,,1,
2200045,220004500,,,1,,,,
2200045,220004501,,,1,,,,
2200045,220004502,,,1,,,,
2200045,220004503,,,1,,,,
2200045,220004504,,,1,,,,
2200045,220004505,,,1,,,,
2200045,220004507,,,1,,,,
2200046,220004600,1,,,,,,
2200047,220004700,1,,,,,,
2200048,220004800,1,,,,,,
2200049,220004900,1,,,,,,
2200050,220005000,1,,,,,,
2200051,220005100,1,,,,,,
2200052,220005200,1,,,,,,
2200053,220005300,1,,,,,,
2200053,220005301,1,,,,,,
2200054,220005400,1,,,,,,
2200055,220005500,1,,,,,,
2200056,220005600,1,,,,,,
2200057,220005700,1,,,,,,
2200058,220005800,,,1,,,,
2200058,220005801,,,1,,,,
2200058,220005803,,,1,,,,
2200058,220005804,,,1,,,,
2200058,220005807,,,1,,,,
2200058,220005808,,,1,,,,1
2200058,220005809,,,1,,,,
2200058,220005810,,,1,,,,
2200059,220005900,1,,,,,,
2200060,220006000,1,,,,,,
2200061,220006100,1,,,,,,
2200062,220006200,1,,,,,,
2200063,220006300,,,1,,,,
2200063,220006301,,,1,,,,
2200063,220006302,,,1,,,,
2200063,220006303,,,1,,,,
2200063,220006304,,,1,,,,
2200063,220006305,,,1,,,,
2200064,220006400,1,,,,,,
2200065,220006500,1,,,,,,
2200067,220006700,1,,,,,,
2200068,220006800,1,,,,,,
2200069,220006900,,,1,,,,
2200070,220007000,1,,,,,,
2200071,220007100,1,,,,,,
2200072,220007200,1,,,,,,
2200074,220007400,1,,,,,,
2200075,220007500,,,1,,,,
2200075,220007501,,,1,,,,
2200075,220007502,,,1,,,,
2200075,220007504,,,1,,,,
2200075,220007505,,,1,,,,
2200075,220007507,,,1,,,,
2200075,220007508,,,1,,,,
2200076,220007600,1,,,,,,
2200076,220007601,1,,,,,,
2200077,220007700,1,,,,,,
2200078,220007800,,,1,,,,
2200078,220007801,,,1,,,,
2200078,220007802,,,1,,,,
2200078,220007803,,,1,,,,
2200079,220007900,1,,,,,,
2200080,220008000,1,,,,,,
2200080,220008001,1,,,,,,
2200082,220008200,1,,,,,,
2200083,220008300,1,,,,,,
2200084,220008400,1,,,,,,
2200086,220008600,1,,,,,,
2200088,220008800,1,,,,,,
2200089,220008900,1,,,,,,
2200090,220009000,1,,,,,,
2200092,220009200,1,,,,,,
2200093,220009300,1,,,,,,
2200094,220009400,1,,,,,,
2200095,220009500,1,,,,,,
2200096,220009600,1,,,,,,
2200099,220009900,1,1,,,,,
2200099,220009901,1,,,,,,
2200099,220009902,1,,,,,,
2200101,220010100,,,1,,,,
2200101,220010101,,,1,,,,
2200101,220010104,,,1,,,,
2200101,220010105,,,1,,,,
2200102,220010200,1,,,,,,
2200103,220010300,1,,,,,,
2200105,220010500,1,,,,,,
2200105,220010501,1,,,,,,
2200105,220010503,1,,,,,,
2200109,220010900,1,,,,,,
2200111,220011100,1,,,,,,
2200112,220011200,1,,,,,,
2200112,220011201,1,,,,,,
2200113,220011300,1,,,,,,
2200113,220011301,1,,,,,,
2200114,220011400,1,,,,,,
2200116,220011600,1,,,,,,
2200118,220011800,1,,,,,,
2200120,220012000,1,,,,,,
2200120,220012002,1,,,,,,
2200120,220012003,1,,,,,,
2200121,220012100,1,,,,,,
2200122,220012200,1,,,,,,
2200124,220012400,1,,,,,,
2200124,220012401,1,,,,,,
2200125,220012500,,,1,,,,
2200125,220012502,,,1,,,,
2200125,220012504,,,1,,,,
2200125,220012506,,,1,,,,
2200125,220012507,,,1,,,,
2200125,220012508,,,1,,,,
2200126,220012600,1,,,,,,
2200127,220012700,1,,,,,,
2200128,220012800,1,,,,,,
2200129,220012900,1,,,,,,
2200129,220012901,1,,,,,,
2200132,220013200,,,1,,,,
2200132,220013201,,,1,,,,
2200132,220013202,,,1,,,,
2200134,220013400,1,,,,,,
2200136,220013600,1,,,,,,
2200136,220013601,1,,,,,,
2200137,220013700,,,1,,,,
2200137,220013701,,,1,,,,1
2200138,220013800,1,,,,,,
2200141,220014100,1,,,,,,
2200141,220014101,1,,,,,,
2200141,220014102,1,,,,,,
2200142,220014200,,,1,,,,
2200142,220014202,,,1,,,,
2200142,220014203,,,1,,,,
2200142,220014204,,,1,,,,
2200142,220014206,,,1,,,,
2200143,220014300,1,,,,,,
2200144,220014400,1,,,1,,,
2200144,220014401,,,,1,,,
2200145,220014500,1,,,,,,
2200146,220014600,1,,,,,,
2200147,220014700,1,,,,,,
2200148,220014800,1,,,,,,
2200149,220014900,1,,,,,,
2200149,220014901,1,,,,,,
2200150,220015000,,,1,,,,
2200150,220015001,,,1,,,,
2200150,220015002,,,1,,,,
2200150,220015005,,,1,,,,
2200150,220015006,,,1,,,,
2200150,220015007,,,1,,,,
2200150,220015008,,,1,,,,
2200150,220015010,,,1,,,,
2200150,220015011,,,1,,,,
2200151,220015100,,,1,,,,
2200151,220015101,,,1,,,,
2200153,220015300,,,1,,,,
2200153,220015303,,,1,,,,
2200153,220015304,,,1,,,,
2200153,220015306,,,1,,,,
2200153,220015309,,,1,,,,
2200153,220015310,,,1,,,,
2200153,220015314,,,1,,,,
2200153,220015317,,,1,,,,
2200153,220015319,,,1,,,,
2200154,220015400,1,,,,,,
2200154,220015401,1,,,,,,
2200154,220015402,1,,,,,,
2200154,220015403,1,,,,,,
2200154,220015404,1,,,,,,
2200154,220015405,1,,,,,,
2200154,220015406,1,,,,,,
2200155,220015500,,1,,,,,
2200155,220015501,,1,,,,,
2200155,220015502,,1,,,,,
2200156,220015600,1,,,,,,
2200157,220015700,1,,,,,,
2200158,220015800,,,1,,,,
2200158,220015801,,,1,,,,
2200158,220015802,,,1,,,,
2200159,220015900,1,,,,,,
2200160,220016000,1,,,,,1,
2200161,220016100,1,,,,,,
2200162,220016200,1,,,,,,
2200163,220016300,1,,,,,,
2200164,220016400,1,,,,,,
2200165,220016500,1,,,,,,
2200166,220016600,1,,,,,,
2200167,220016700,1,,,,,,
2200168,220016800,1,,,,,,
2200168,220016801,1,,,,,,
2200169,220016900,1,,,,,,
2200170,220017000,1,,,,,1,
2200171,220017100,1,,,,,,
2200171,220017101,1,,,,,,
2200171,220017102,1,,,,,,
2200171,220017103,1,,,,,,
2200172,220017200,1,,,,,,
2200173,220017300,1,,,,,,
2200175,220017500,1,,,,,,
2200175,220017503,1,,,,,,
2200177,220017700,1,,,,,,
2200178,220017800,1,,1,,,,
2200180,220018000,1,,,,,,
2200180,220018002,1,,,,,,
2200180,220018003,1,,,,,,
2200181,220018100,1,,,,,,
2200181,220018101,1,,,,,,
2200182,220018200,1,,,,,,
2200183,220018300,1,,1,,,,
2200183,220018301,1,,1,,,,
2200184,220018400,1,,1,,,,
2200184,220018401,1,,,,,,
2200184,220018402,1,,,,,,
2200184,220018403,1,,,,,,
2200186,220018600,1,,,,,,
2200187,220018700,1,,,,,,
2200188,220018800,1,,,,,,
2200189,220018900,1,,,,,,
2200191,220019100,1,,,,,,
2200192,220019200,1,,,,,,
2200192,220019201,1,,,,,,
2200193,220019300,1,,,,,,
2200193,220019301,1,,,,,,
2200195,220019500,1,,,,,,
2200196,220019600,1,,1,,,,
2200197,220019700,1,,,,,,
2200198,220019800,1,,,,,,
2200199,220019900,,1,,,,,
2200200,220020000,,1,,,,,
2200201,220020100,1,,,,,,
2200201,220020101,1,,,,,,
2200201,220020102,1,,,,,,
2200202,220020200,1,1,1,,,,
2200203,220020300,1,,,,,,
2200203,220020301,1,,,,,1,
2200203,220020303,1,,,,,,
2200204,220020400,1,,,,,,
2200204,220020401,1,,,,,1,
2200205,220020500,1,,1,,,1,
2200205,220020502,1,,,,,,
2200207,220020700,1,,1,,,,
2200207,220020701,1,,,,,,
2200207,220020702,,,1,,,,
2200207,220020703,1,,,,,,
2200208,220020800,1,,,,,,
2200208,220020801,1,,,,,,
2200208,220020802,1,,,,,,
2200210,220021000,1,,,,,,
2200212,220021200,1,,,,,,
2200212,220021201,1,,,,,,
2200212,220021202,1,,,,,,
2200213,220021300,1,,,,,,
2200213,220021301,1,,,,,,
2200214,220021400,1,,,,,,
2200215,220021500,1,,,,,,
2200215,220021501,1,,,,,,
2200216,220021600,1,,,,,,
2200216,220021601,1,,,,,,
2200217,220021700,1,,,,,,
2200218,220021800,1,,,,,,
2200218,220021803,1,,,,,,
2200220,220022000,1,,,,,,
2200220,220022001,1,,,,,,
2200221,220022100,1,,,,,,
2200222,220022200,1,,,,,,
2200223,220022300,1,,,,,,
2200224,220022400,1,,1,,,,
2200225,220022500,1,,1,,,,
2200225,220022501,1,,,,,,
2200225,220022502,1,,,,,,
2200226,220022600,1,,1,,,,
2200227,220022700,1,,,,,,
2200228,220022800,1,,,,,,
2200230,220023000,1,,,,,,
2200230,220023001,1,,,,,,
2200231,220023100,1,,,,,,
2200235,220023500,1,,,,,1,
2200235,220023501,1,,1,,,1,
2200235,220023502,1,,,,,1,
2200238,220023800,1,,,,,,
2200238,220023801,1,,,,,,
2200239,220023900,1,,,,,,
2200240,220024000,1,,,,,,
2200241,220024100,1,,,,,,
2200241,220024101,1,,,,,,
2200241,220024102,1,,,,,,
2200241,220024103,1,,,,,,
2200242,220024200,,,1,,,,
2200242,220024202,,,1,,,,
2200242,220024203,,,1,,,,
2200242,220024206,,,1,,,,
2200242,220024207,,,1,,,,
2200243,220024300,1,,,,,,
2200243,220024301,1,,,,,,
2200244,220024400,1,,,,,,
2200244,220024401,1,,,,,1,
2200244,220024402,1,,,,,1,
2200244,220024403,1,,,,,1,
2200244,220024404,1,,,,,,
2200245,220024500,1,,1,,,,
2200245,220024502,1,,,,,,
2200246,220024600,1,,,,,,
2200246,220024601,1,,,,,,
2200246,220024602,1,,,,,,
2200247,220024700,1,,1,,,1,
2200249,220024900,1,,,,,1,
2200250,220025000,1,,,,,,
2200251,220025100,1,,,,,,
2200253,220025300,1,,,,,,
2200253,220025301,1,,,,,,
2200253,220025302,1,,,,,,
2200254,220025400,1,,,,,1,
2200254,220025401,1,,,,,,
2200254,220025402,1,,,,,1,
2200254,220025404,1,,,,,,
2200254,220025405,1,,,,,,
2200257,220025700,1,,,,,,
2200258,220025800,1,,,,,,
2200258,220025801,1,,,,,,
2200259,220025900,1,,1,,,,
2200259,220025901,1,,,,,,
2200259,220025902,1,,,,,,
2200259,220025903,1,,,,,,
2200260,220026000,1,,,,,,
2200261,220026100,1,,,,,,
2200261,220026101,1,,,,,,
2200261,220026102,1,,,,,,
2200262,220026200,1,,,,,,
2200263,220026300,1,,1,,,,
2200266,220026600,1,,,,,,
2200266,220026601,1,,,,,,
2200266,220026602,1,,,,,,
2200266,220026603,1,,,,,,
2200266,220026604,1,,,,,,
2200266,220026605,1,,,,,,
2200269,220026900,1,,1,,,,
2200270,220027000,1,,,,,,
2200272,220027200,1,,1,,,,
2200273,220027300,1,,1,,,,
2200275,220027500,1,,,,,,
2200275,220027501,1,,,,,,
2200277,220027700,1,,,,,,
2200277,220027701,1,,,,,,
2200277,220027702,1,,,,,,
2200278,220027800,1,,,,,,
2200279,220027900,,,1,,,,
2200279,220027901,,,1,,,,
2200279,220027902,,,1,,,,
2200279,220027903,,,1,,,,
2200279,220027904,,,1,,,,
2200279,220027905,,,1,,,,
2200279,220027906,,,1,,,,
2200284,220028400,1,,,,,,
2200285,220028500,1,,,,,,
2200286,220028600,1,,,,,,
2200287,220028700,1,,,,,,
2200287,220028701,1,,,,,,
2200288,220028800,1,,1,,,,
2200289,220028900,1,,,,,,
2200290,220029000,1,,,,,,
2200291,220029100,1,,,,,,
2200292,220029200,1,,,,,,
2200293,220029300,1,,,,,,
2200294,220029400,1,,,,,,
2200294,220029401,1,,,,,,
2200294,220029403,1,,,,,,
2200295,220029500,1,,,,,,
2200297,220029700,1,,,,,,
2200298,220029800,1,,,,,,
2200299,220029900,1,,,,,,
2200300,220030000,1,,,,,,
2200301,220030100,1,,,,,,
2200302,220030200,,,1,,,,
2200302,220030201,,,1,,,,
2200302,220030203,,,1,,,,
2200302,220030204,,,1,,,,
2200303,220030300,1,,,,,,
2200304,220030400,1,,,,,,
2200305,220030500,1,,,,,,
2200306,220030600,1,,,,,,
2200306,220030601,1,,,,,,
2200307,220030700,1,,,,,,
2200307,220030701,1,,,,,,
2200308,220030800,1,,,,,,
2200308,220030801,1,,,,,,
2200309,220030900,1,,,,,,
2200310,220031000,1,,,,,,
2200311,220031100,1,,,,,,
2200312,220031200,1,,,,,,
2200313,220031300,1,,,,,,
2200313,220031301,1,,,,,,
2200314,220031400,1,,,,,,
2200314,220031401,1,,,,,,
2200315,220031500,1,,,,,,
2200316,220031600,1,,,,,,
2200317,220031700,1,,,,,,
2200318,220031800,1,,,,,,
2200319,220031900,1,,,,,,
2200320,220032000,1,,,,,,
2200322,220032200,1,,,,,,
2200323,220032300,1,,,,,,
2200325,220032500,1,,,,,,
2200325,220032501,1,,,,,,
2200326,220032600,1,,,,,,
2200328,220032800,1,,,,,,
2200329,220032900,1,,,,,,
2200329,220032901,1,,,,,,
2200329,220032902,1,,,,,,
2200330,220033000,,,1,,,,
2200330,220033001,,,1,,,,
2200330,220033002,,,1,,,,
2200330,220033003,,,1,,,,
2200332,220033200,1,,,,,,
2200332,220033201,1,,,,,,
2200333,220033300,1,,1,,,,
2200334,220033400,1,,,,,,
2200335,220033500,1,,,,,,
2200336,220033600,,,1,,,,
2200336,220033601,,,1,,,,
2200336,220033602,,,1,,,,
2200336,220033604,,,1,,,,
2200337,220033700,1,,,,,,
2200338,220033800,1,,,,,,
2200338,220033801,1,,,,,,
2200338,220033802,1,,,,,,
2200339,220033900,1,,,,,,
2200340,220034000,1,,,,,,
2200341,220034100,1,,,,,,
2200341,220034102,1,,,,,,
2200342,220034200,1,,,,,,
2200343,220034300,1,,,,,,
2200344,220034400,1,,,,,,
2200344,220034401,1,,,,,,
2200346,220034600,1,,,,,,
2200348,220034800,1,,,,,,
2200351,220035100,1,,1,,,,
2200351,220035101,1,,,,,,
2200352,220035200,1,,,,,,
2200352,220035201,1,,,,,,
2200352,220035202,1,,,,,,
2200353,220035300,1,,1,,,,
2200355,220035500,1,,,,,,
2200356,220035600,1,,1,,,,
2200357,220035700,1,,,,,,
2200358,220035800,1,,,,,,
2200359,220035900,1,,,,,,
2200360,220036000,1,,,,,,
2200361,220036100,1,,,,,,
2200362,220036200,1,,,,,,
2200363,220036300,1,,,,,,
2200363,220036301,1,,,,,,
2200365,220036500,1,,,,,,
2200366,220036600,1,,,,,,
2200368,220036800,1,,,,,,
2200369,220036900,1,,,,,,
2200369,220036901,1,,,,,,
2200370,220037000,1,,,,,,
2200371,220037100,1,,,,,,
2200373,220037300,1,,,,,,
2200374,220037400,1,,,,,,
2200375,220037500,1,,,,,,
2200375,220037501,1,,,,,,
2200376,220037600,1,,,,,,
2200376,220037601,1,,,,,,
2200377,220037700,1,,,,,,
2200378,220037800,1,,,,,,
2200379,220037900,1,,,,,,
2200380,220038000,1,,,,,,
2200381,220038100,1,,,,,,
2200383,220038300,1,,,,,,
2200385,220038500,1,,,,,,
2200386,220038600,1,,1,,,,
2200387,220038700,1,,,,,,
2200387,220038701,1,,,,,,
2200387,220038702,1,,,,,,
2200388,220038800,1,,,,,,
2200389,220038900,1,,,,,,
2200389,220038901,1,,,,,,
2200389,220038902,1,,,,,,
2200389,220038903,1,,,,,,
2200390,220039000,1,,,,,,
2200390,220039001,1,,,,,,
2200391,220039100,1,,,,,1,
2200392,220039200,1,,,,,,
2200393,220039300,,,1,,,,
2200393,220039301,,,1,,,,
2200393,220039303,,,1,,,,
2200393,220039304,,,1,,,,
2200393,220039305,,,1,,,,
2200393,220039307,,,1,,,,
2200393,220039308,,,1,,,,
2200394,220039400,1,,,,,,
2200397,220039700,1,,,,,,
2200399,220039900,1,,,,,,
2200401,220040100,1,,,,,,
2200402,220040200,1,,,,,,
2200403,220040300,1,,,,,,
2200404,220040400,1,,,,,,
2200405,220040500,1,,,,,,
2200407,220040700,1,,,,,,
2200410,220041000,1,,,,,,
2200411,220041100,1,,,,,,
2200412,220041200,1,,,,,,
2200413,220041300,1,,,,,,
2200414,220041400,1,,,,,,
2200415,220041500,1,,,,,,
2200416,220041600,1,,,,,,
2200417,220041700,1,,,,,,
2200419,220041900,1,,,,,,
2200419,220041901,1,,,,,,
2200420,220042000,1,,,,,,
2200421,220042100,1,,,,,,
2200421,220042101,1,,,,,,
2200421,220042103,1,,,,,,
2200422,220042200,,,1,,,,
2200422,220042201,,,1,,,,
2200423,220042300,1,,,,,,
2200423,220042301,1,,,,,,
2200424,220042400,1,,,,,,
2200424,220042401,1,,,,,,
2200426,220042600,1,,,,,,
2200426,220042601,1,,,,,,
2200428,220042800,1,,,,,,
2200429,220042900,1,,,,,,
2200429,220042901,1,,,,,,
2200429,220042902,1,,,,,,
2200429,220042903,1,,,,,1,
2200430,220043000,1,,1,,,,
2200430,220043001,1,,,,,,
2200431,220043100,,,1,,,,
2200431,220043103,,,1,,,,
2200431,220043105,,,1,,,,
2200431,220043107,,,1,,,,
2200431,220043110,,,1,,,,
2200431,220043111,,,1,,,,
2200431,220043112,,,1,,,,
2200432,220043200,,,1,,,,
2200432,220043201,,,1,,,,
2200432,220043206,,,1,,,,
2200432,220043208,,,1,,,,
2200432,220043209,,,1,,,,
2200433,220043300,1,,,,,,
2200434,220043400,1,,,,,,
2200435,220043500,1,,,,,,
2200436,220043600,1,,,,,,
2200437,220043700,1,,,,,,
2200438,220043800,1,,,,,,
2200438,220043801,1,,,,,,
2200439,220043900,1,,,,,,
2200440,220044000,1,,,,,,
2200441,220044100,1,,,,,,
2200443,220044300,1,,,,,,
2200443,220044301,1,,,,,,
2200444,220044400,1,,,,,,
2200445,220044500,1,,,,,,
2200446,220044600,1,,,,,,
2200447,220044700,1,,,,,,
2200447,220044701,1,,,,,,
2200449,220044900,1,,,,,,
2200450,220045000,1,,1,,,,
2200451,220045100,1,,,,,,
2200451,220045101,1,,,,,,
2200451,220045102,1,,,,,,
2200451,220045103,1,,,,,,
2200453,220045300,1,,,,,,
2200454,220045400,1,,1,,,,
2200455,220045500,,,1,,,,
2200455,220045501,,,1,,,,
2200455,220045502,,,1,,,,
2200456,220045600,1,,,,,,
2200457,220045700,1,,,,,,
2200458,220045800,1,,,,,,
2200459,220045900,1,,1,,,,
2200460,220046000,,,1,,,,
2200461,220046100,1,,1,,,,
2200461,220046101,1,,,,,,
2200462,220046200,1,,,,,,
2200463,220046300,1,,,,,,
2200463,220046301,1,,,,,,
2200465,220046500,1,,,,,,
2200466,220046600,,,1,,,,
2200466,220046601,,,1,,,,
2200466,220046602,,,1,,,,
2200466,220046603,,,1,,,,
2200468,220046800,1,,,,,,
2200469,220046900,1,,,,,,
2200470,220047000,1,,,,,,
2200471,220047100,1,,,,,,
2200472,220047200,1,,1,,,,
2200473,220047300,1,,1,,,,
2200474,220047400,,,1,,,,
2200475,220047500,1,,,,,,
2200475,220047501,1,,,,,,
2200475,220047502,1,,,,,,
2200476,220047600,1,,,,,,
2200477,220047700,1,,,,,,
2200479,220047900,1,,,,,,
2200480,220048000,1,,,,,,
2200480,220048001,1,,,,,,
2200481,220048100,1,,,,,,
2200481,220048101,1,,,,,,
2200481,220048102,1,,,,,,
2200483,220048300,1,,,,,,
2200484,220048400,1,,,,,,
2200486,220048600,1,,,,,,
2200486,220048601,1,,,,,,
2200487,220048700,1,,,,,,
2200487,220048701,1,,,,,,
2200491,220049100,1,,,,,,
2200491,220049101,1,,,,,,
2200491,220049102,1,,,,,,
2200494,220049400,1,,,,,,
2200495,220049500,1,,,,,,
2200496,220049600,1,,,,,,
2200497,220049700,1,,,,,,
2200498,220049800,1,,,,,1,
2200499,220049900,1,,,,,,
2200499,220049901,1,,,,,,
2200500,220050000,1,,,,,1,
2200500,220050001,1,,,,,1,
2200501,220050100,1,,,,,1,
2200502,220050200,1,,,,,,
2200504,220050400,,,1,,,,
2200504,220050402,,,1,,,,
2200504,220050404,,,1,,,,
2200504,220050405,,,1,,,,
2200504,220050406,,,1,,,,
2200507,220050700,1,,,,,,
2200509,220050900,1,,,,,,
2200510,220051000,1,,,,,,
2200511,220051100,1,,,,,1,
2200511,220051101,1,,,,,1,
2200511,220051102,1,,,,,1,
2200511,220051103,1,,,,,1,
2200511,220051104,1,,,,,,
2200512,220051200,1,,,,,,
2200512,220051201,1,,,,,,
2200513,220051300,1,,1,,,,
2200514,220051400,1,,,,,,
2200515,220051500,1,,1,,,,
2200515,220051502,1,,,,,,
2200515,220051503,1,,,,,,
2200516,220051600,1,,,,,,
2200516,220051601,1,,,,,,
2200517,220051700,1,,,,,,
2200518,220051800,1,,,,,,
2200519,220051900,1,,,,,,
2200520,220052000,,,1,,,,
2200520,220052005,,,1,,,,
2200520,220052006,,,1,,,,
2200521,220052100,1,,,,,,
2200521,220052101,1,,,,,,
2200522,220052200,1,,,,,,
2200523,220052300,1,,,,,,
2200524,220052400,1,,,,,,
2200524,220052401,1,,,,,,
2200525,220052500,1,,,,,,
2200526,220052600,1,,,,,,
2200526,220052601,1,,,,,,
2200527,220052700,1,,,,,,
2200528,220052800,1,,,,,,
2200528,220052801,1,,,,,,
2200528,220052802,1,,,,,,
2200529,220052900,1,,,,,,
2200530,220053000,1,,,,,1,
2200531,220053100,1,,,,,1,
2200532,220053200,1,,,,,,
2200533,220053300,1,1,,,,,
2200533,220053302,1,,,,,,
2200534,220053400,1,,,,,,
2200535,220053500,1,,,,,1,
2200536,220053600,1,,,,,,
2200537,220053700,1,,,,,,
2200537,220053701,1,,,,,,
2200538,220053800,1,,,,,,
2200539,220053900,1,,,,,,
2200540,220054000,1,,,,,,
2200540,220054001,1,,,,,,
2200541,220054100,1,,,,,,
2200542,220054200,,,1,,,,
2200542,220054201,,,1,,,,
2200542,220054202,,,1,,,,
2200542,220054203,,,1,,,,
2200542,220054204,,,1,,,,
2200544,220054400,1,,,,,,
2200546,220054600,1,,,,,,
2200547,220054700,1,,,,,,
2200547,220054701,1,,,,,,
2200547,220054702,1,,,,,,
2200549,220054900,1,,,,,,
2200551,220055100,1,,,,,,
2200551,220055101,1,,,,,,
2200553,220055300,1,,,,,,
2200555,220055500,1,,,,,,
2200556,220055600,1,,,,,,
2200559,220055900,1,,,,,,
2200560,220056000,1,,,,,,
2200561,220056100,1,,1,,,,
2200561,220056101,1,,,,,,
2200562,220056200,1,,,,,1,
2200562,220056201,1,,,,,,
2200564,220056400,1,,,,,,
2200564,220056401,1,,,,,,
2200564,220056402,1,,,,,,
2200564,220056403,1,,,,,,
2200564,220056404,1,,,,,,
2200565,220056500,1,,,,,1,
2200566,220056600,,,1,,,,
2200566,220056601,,,1,,,,
2200566,220056602,,,1,,,,
2200566,220056603,,,1,,,,
2200566,220056604,,,1,,,,
2200568,220056800,1,,,,,,
2200570,220057000,1,,,,,,
2200572,220057200,1,,,,,1,
