CUE,CUEAnexo,Comun,Especial,Adultos,Artistica,Hospitalaria,Intercultural,Carcelaria
8201105,820110500,1,,,,,,
8201106,820110600,1,,,,,,
8201107,820110700,1,,,,,,
8201108,820110800,1,,,,,,
8201109,820110900,1,,,,,,
8201110,820111000,1,,,,,,
8201111,820111100,1,,,,,,
8201114,820111400,1,,,,,,
8201115,820111500,1,,,,,,
8201116,820111600,1,,,,,,
8201117,820111700,1,,,,,,
8201119,820111900,1,,,,,,
8201123,820112300,1,,,,,,
8201124,820112400,1,,,,,,
8201124,820112401,1,,,,,,
8201125,820112500,1,,,,,,
8201126,820112600,1,,,,,,
8201127,820112700,1,,,,,,
8201128,820112800,1,,,,,,
8201129,820112900,1,,,,,,
8201130,820113000,1,,,,,,
8201131,820113100,1,,,,,,
8201132,820113200,1,,,,,,
8201132,820113201,1,,,,,,
8201132,820113202,1,,,,,,
8201132,820113203,1,,,,,,
8201132,820113204,1,,,,,,
8201133,820113300,1,,,,,,
8201134,820113400,1,,,,,,
8201135,820113500,1,,,,,,
8201136,820113600,1,,,,,,
8201136,820113601,1,,,,,,
8201136,820113602,1,,,,,,
8201137,820113700,1,,,,,,
8201138,820113800,1,,,,,,
8201139,820113900,1,,,,,,
8201140,820114000,1,,,,,,
8201141,820114100,1,,,,,,
8201141,820114101,1,,,,,,
8201141,820114103,1,,,,,,
8201142,820114200,,,1,,,,
8201143,820114300,,,1,,,,
8201143,820114301,,,1,,,,
8201143,820114302,,,1,,,,
8201143,820114303,,,1,,,,
8201143,820114304,,,1,,,,
8201144,820114400,1,,,,,,
8201145,820114500,1,,,,,,
8201145,820114501,1,,,,,,
8201146,820114600,,,1,,,,
8201146,820114601,,,1,,,,
8201146,820114602,,,1,,,,
8201146,820114603,,,1,,,,
8201146,820114604,,,1,,,,
8201147,820114700,,,1,,,,
8201148,820114800,1,,1,,,,
8201149,820114900,1,,,,,,
8201151,820115100,1,,,,,,
8201152,820115200,,,1,,,,
8201152,820115201,,,1,,,,
8201152,820115202,,,1,,,,
8201153,820115300,1,,,,,,
8201154,820115400,1,,,,,,
8201155,820115500,1,,,,,,
8201156,820115600,1,,,,,,
8201157,820115700,,,1,,,,
8201158,820115800,,,1,,,,
8201160,820116000,,1,,,,,
8201161,820116100,1,,,,,,
8201162,820116200,1,,,,,,
8201164,820116400,1,,,,,,
8201165,820116500,1,,,,,,
8201166,820116600,1,,,,,,
8201167,820116700,1,,,,,,
8201170,820117000,1,,,,,,
8201171,820117100,1,,,,,,
8201172,820117200,1,,,,,,
8201172,820117201,1,,,,,,
8201174,820117400,1,,,,,,
8201174,820117401,1,,,,,,
8201174,820117402,1,,,,,,
8201174,820117403,1,,,,,,
8201174,820117404,1,,,,,,
8201177,820117700,1,,,,,,
8201177,820117701,1,,,,,,
8201177,820117702,1,,,,,,
8201177,820117703,1,,,,,,
8201177,820117704,1,,,,,,
8201177,820117706,1,,,,,,
8201177,820117707,1,,,,,,
8201177,820117708,1,,,,,,
8201177,820117709,1,,,,,,
8201177,820117710,1,,,,,,
8201177,820117711,1,,,,,,
8201178,820117800,1,,,,,,
8201179,820117900,1,,,,,,
8201179,820117901,1,,,,,,
8201179,820117902,1,,,,,,
8201180,820118000,1,,,,,,
8201180,820118001,1,,,,,,
8201182,820118200,1,,,,,,
8201183,820118300,1,,,,,,
8201184,820118400,,,1,,,,
8201185,820118500,1,,,,,,
8201188,820118800,,,,,,,
8201189,820118900,1,,,,,,
8201191,820119100,,,1,,,,
8201192,820119200,,,1,,,,
8201195,820119500,1,,,,,,
8201198,820119800,1,,,,,,
8201200,820120000,1,,,,,,
8201201,820120100,1,,,,,,
8201203,820120300,1,,,,,,
8201204,820120400,1,,,,,,
8201205,820120500,1,,,,,,
8201206,820120600,1,,,,,,
8201207,820120700,1,,,,,,
8201208,820120800,1,,,,,,
8201209,820120900,1,,1,,,,
8201210,820121000,1,,,,,,
8201211,820121100,1,,,1,,,
8201212,820121200,1,,,,,,
8201213,820121300,1,,,,,,
8201213,820121301,1,,,,,,
8201213,820121303,1,,,,,,
8201215,820121500,1,,,,,,
8201216,820121600,1,,,,,,
8201217,820121700,1,,,,,,
8201218,820121800,1,,,,,,
8201219,820121900,1,,,,,,
8201220,820122000,1,,,,,,
8201223,820122300,,,1,,,,
8201224,820122400,1,,,,,,
8201225,820122500,1,,,,,,
8201226,820122600,1,,,,,,
8201228,820122800,1,,,,,,
8201229,820122900,1,,,,,,
8201230,820123000,1,,,,,,
8201231,820123100,1,,,,,,
8201232,820123200,1,,,,,,
8201233,820123300,1,,,,,,
8201234,820123400,1,,,,,,
8201235,820123500,1,,,,,,
8201235,820123501,1,,,,,,
8201236,820123600,1,,,,,,
8201237,820123700,1,,,,,,
8201238,820123800,1,,,,,,
8201238,820123801,1,,,,,,
8201238,820123802,1,,,,,,
8201238,820123803,1,,,,,,
8201240,820124000,1,,,,,,
8201242,820124200,,1,,,,,
8201242,820124201,,1,,,,,
8201243,820124300,1,,,,,,
8201244,820124400,1,,,,,,
8201245,820124500,1,,,,,,
8201246,820124600,1,,,,,,
8201247,820124700,1,,,,,,
8201248,820124800,1,,,,,,
8201249,820124900,1,,,,,,
8201250,820125000,,,1,,,,
8201250,820125001,,,1,,,,
8201251,820125100,1,,,,,,
8201252,820125200,1,,,,,,
8201252,820125201,1,,,,,,
8201252,820125202,1,,,,,,
8201253,820125300,1,,,,,,
8201254,820125400,1,,,,,,
8201256,820125600,1,,,,,,
8201257,820125700,1,,,,,,
8201258,820125800,1,,,,,,
8201259,820125900,1,,,,,,
8201260,820126000,1,,,,,,
8201261,820126100,1,,,,,,
8201263,820126300,1,,,,,,
8201263,820126301,1,,,,,,
8201264,820126400,1,,,,,,
8201267,820126700,1,,,,,,
8201268,820126800,1,,,,,,
8201268,820126801,1,,,,,,
8201269,820126900,,1,,,,,
8201271,820127100,1,,,,,,
8201273,820127300,,,1,,,,
8201274,820127400,1,,,,,,
8201276,820127600,1,,,,,,
8201276,820127601,1,,,,,,
8201280,820128000,1,,,,,,
8201282,820128200,1,,,,,,
8201283,820128300,1,,,,,,
8201284,820128400,1,,,,,,
8201285,820128500,1,,,,,,
8201286,820128600,1,,,,,,
8201289,820128900,1,,,,,,
8201290,820129000,1,,,,,,
8201292,820129200,1,,,,,,
8201292,820129201,1,,,,,,
8201293,820129300,1,,,,,,
8201294,820129400,1,,,,,,
8201297,820129700,,,1,,,,
8201298,820129800,,,1,,,,
8201299,820129900,1,,,,,,
8201300,820130000,1,,,,,,
8201301,820130100,,,1,,,,
8201301,820130101,,,1,,,,
8201302,820130200,1,,,,,,
8201303,820130300,1,,,,,,
8201304,820130400,1,,,,,,
8201306,820130600,1,,,,,,
8201307,820130700,,,1,,,,1
8201307,820130701,,,1,,,,
8201308,820130800,,,1,,,,1
8201308,820130801,,,1,,,,
8201309,820130900,1,,,,,,
8201310,820131000,1,,,,,,
8201311,820131100,1,,,,,,
8201312,820131200,1,,,,,,
8201313,820131300,1,,,,,,
8201313,820131301,1,,,,,,
8201313,820131302,1,,,,,,
8201314,820131400,1,,,,,,
8201315,820131500,1,,,,,,
8201316,820131600,1,,,,,,
8201317,820131700,1,,,,,,
8201318,820131800,1,,,,,,
8201318,820131801,1,,,,,,
8201319,820131900,,,1,,,,
8201320,820132000,,1,,,,,
8201321,820132100,,1,,,,,
8201322,820132200,1,,,,,,
8201323,820132300,,1,,,,,
8201325,820132500,1,,,,,,
8201329,820132900,1,,,,,,
8201331,820133100,1,,,,,,
8201335,820133500,1,,,,,,
8201335,820133505,1,,,,,,
8201336,820133600,1,,,,,,
8201337,820133700,,1,,,,,
8201343,820134300,1,,,,,,
8201344,820134400,1,,,,,,
8201345,820134500,1,,,,,,
8201346,820134600,1,,,,,,
8201347,820134700,1,,,,,,
8201348,820134800,1,,,,,,
8201349,820134900,1,,,,,,
8201350,820135000,1,,,,,,
8201351,820135100,1,,,,,,
8201352,820135200,1,,,,,,
8201353,820135300,1,,,,,,
8201354,820135400,1,,,,,,
8201355,820135500,1,,,,,,
8201356,820135600,1,,,,,,
8201358,820135800,1,,,,,,
8201358,820135802,1,,,,,,
8201359,820135900,1,,,,,,
8201360,820136000,1,,,,,,
8201361,820136100,1,,,,,,
8201363,820136300,,1,,,,,
8201364,820136400,1,,,,,,
8201365,820136500,1,,,,,,
8201367,820136700,,,1,,,,
8201369,820136900,1,,,,,,
8201369,820136902,1,,,,,,
8201369,820136903,1,,,,,,
8201371,820137100,1,,,,,,
8201372,820137200,1,,,,,,
8201373,820137300,1,,,,,,
8201374,820137400,1,,,,,,
8201374,820137401,1,,,,,,
8201375,820137500,1,,,,,,
8201376,820137600,1,,,,,,
8201377,820137700,1,,,,,,
8201377,820137701,1,,,,,,
8201378,820137800,1,,,,,,
8201379,820137900,1,,,,,,
8201380,820138000,1,,,,,,
8201381,820138100,,,,,,,
8201383,820138300,1,,,,,,
8201384,820138400,,,1,,,,
8201385,820138500,1,,,,,,
8201386,820138600,,,1,,,,
8201387,820138700,,,1,,,,
8201389,820138900,1,,,,,,
8201390,820139000,1,,,,,,
8201391,820139100,1,,,,,,
8201391,820139101,1,,,,,,
8201391,820139102,1,,,,,,
8201391,820139103,1,,,,,,
8201392,820139200,1,,,,,,
8201394,820139400,,,1,,,,
8201394,820139401,,,1,,,,
8201395,820139500,1,,,,,,
8201396,820139600,1,,,,,,
8201396,820139603,1,,,,,,
8201396,820139604,1,,,,,,
8201397,820139700,1,,,,,,
8201398,820139800,1,,,,,,
8201399,820139900,1,,,,,,
8201401,820140100,1,,,,,,
8201403,820140300,1,,,,,,
8201405,820140500,1,,,,,,
8201405,820140501,1,,,,,,
8201406,820140600,1,,,,,,
8201407,820140700,1,,,,,,
8201408,820140800,1,,,,,,
8201408,820140801,1,,,,,,
8201409,820140900,1,,,,,,
8201410,820141000,1,,,,,,
8201410,820141001,1,,,,,,
8201411,820141100,,,1,,,,
8201411,820141102,,,1,,,,
8201411,820141103,,,1,,,,
8201411,820141104,,,1,,,,
8201411,820141105,,,1,,,,
8201413,820141300,,,1,,,,
8201414,820141400,1,,,,,,
8201417,820141700,,,1,,,,
8201417,820141702,,,1,,,,
8201417,820141703,,,1,,,,
8201417,820141704,,,1,,,,
8201417,820141705,,,1,,,,
8201417,820141708,,,1,,,,
8201418,820141800,1,,,,,,
8201419,820141900,1,,,,,,
8201420,820142000,1,,,,,,
8201421,820142100,1,,,,,,
8201421,820142101,1,,,,,,
8201422,820142200,1,,,,,,
8201423,820142300,1,,,,,,
8201424,820142400,1,,,,,,
8201425,820142500,1,,,,,,
8201426,820142600,,1,,,,,
8201428,820142800,1,,,,,,
8201429,820142900,1,,,,,,
8201430,820143000,1,,,,,,
8201430,820143001,1,,,,,,
8201433,820143300,1,,,,,,
8201435,820143500,,1,,,,,
8201436,820143600,1,,,,,,
8201437,820143700,1,,,,,,
8201438,820143800,1,,,,,,
8201439,820143900,1,,,,,,
8201440,820144000,1,,,,,,
8201441,820144100,,,1,,,,
8201442,820144200,1,,,,,,
8201443,820144300,1,,,,,,
8201444,820144400,,,1,,,,
8201445,820144500,1,,,,,,
8201446,820144600,1,,1,,,,
8201447,820144700,1,,,,,,
8201448,820144800,1,,,,,,
8201452,820145200,,1,,,,,
8201453,820145300,1,,,,,,
8201454,820145400,1,,,,,,
8201455,820145500,1,,,,,,
8201455,820145501,1,,,,,,
8201455,820145502,1,,,,,,
8201456,820145600,1,,,,,,
8201457,820145700,1,,,,,,
8201458,820145800,1,,,,,,
8201461,820146100,1,,,,,,
8201462,820146200,1,,,,,,
8201465,820146500,1,,,,,,
8201466,820146600,1,,,,,,
8201467,820146700,1,,,,,,
8201468,820146800,1,,,,,,
8201469,820146900,1,,,,,,
8201470,820147000,1,,,,,,
8201472,820147200,1,,,,,,
8201472,820147202,1,,,,,,
8201472,820147203,1,,,,,,
8201473,820147300,1,,,,,,
8201474,820147400,1,,,,,,
8201475,820147500,1,,,,,,
8201476,820147600,1,,,,,,
8201478,820147800,1,,,,,,
8201481,820148100,1,,,,,,
8201482,820148200,,,1,,,,
8201483,820148300,1,,,,,,
8201484,820148400,1,,,,,,
8201485,820148500,,,1,,,,
8201487,820148700,1,,,,,,
8201488,820148800,,1,,,,,
8201489,820148900,1,,,,,,
8201489,820148901,1,,,,,,
8201490,820149000,1,,,,,,
8201490,820149001,1,,,,,,
8201490,820149002,1,,,,,,
8201492,820149200,1,,,,,,
8201493,820149300,1,,,,,,
8201496,820149600,1,,,,,,
8201497,820149700,1,,,,,,
8201498,820149800,1,,,,,,
8201499,820149900,1,,,,,,
8201501,820150100,1,,,,,,
8201501,820150101,1,,,,,,
8201501,820150102,1,,,,,,
8201501,820150103,1,,,,,,
8201502,820150200,1,,,,,,
8201507,820150700,1,,,,,,
8201508,820150800,1,,,,,,
8201509,820150900,1,,,,,,
8201511,820151100,,1,,,,,
8201512,820151200,,,1,,,,
8201513,820151300,1,,,,,,
8201514,820151400,1,,,,,,
8201515,820151500,1,,,,,,
8201516,820151600,1,,,,,,
8201517,820151700,1,,,,,,
8201519,820151900,1,,,,,,
8201520,820152000,1,,,,,,
8201521,820152100,1,,,,,,
8201522,820152200,1,,,,,,
8201523,820152300,1,,,,,,
8201524,820152400,1,,,,,,
8201525,820152500,1,,,,,,
8201526,820152600,1,,,,,,
8201527,820152700,1,,,,,,
8201529,820152900,1,,,,,,
8201531,820153100,1,,,,,,
8201531,820153102,1,,,,,,
8201535,820153500,1,,,,,,
8201538,820153800,1,,,,,,
8201539,820153900,1,,,,,,
8201543,820154300,1,,,,,,
8201544,820154400,1,,,,,,
8201545,820154500,1,,,,,,
8201547,820154700,1,,,,,,
8201547,820154701,1,,,,,,
8201549,820154900,1,,,,,,
8201549,820154901,1,,,,,,
8201549,820154902,1,,,,,,
8201549,820154903,1,,,,,,
8201550,820155000,1,,,,,,
8201551,820155100,1,,,,,,
8201551,820155104,1,,,,,,
8201552,820155200,1,,,,,,
8201554,820155400,1,,,,,,
8201554,820155401,1,,,,,,
8201556,820155600,1,,,,,,
8201557,820155700,1,,,,,,
8201559,820155900,,,,,,,
8201560,820156000,1,,,,,,
8201561,820156100,1,,,,,,
8201562,820156200,1,,,,,,
8201563,820156300,1,,,,,,
8201564,820156400,1,,,,,,
8201565,820156500,1,,,,,,
8201566,820156600,,,1,,,,
8201569,820156900,1,,,,,,
8201570,820157000,1,,,,,,
8201571,820157100,1,,,,,,
8201572,820157200,1,,,,,,
8201573,820157300,1,,,,,,
8201574,820157400,1,,,,,,
8201575,820157500,1,,,,,,
8201576,820157600,1,,,,,,
8201577,820157700,1,,,,,,
8201578,820157800,1,,,,,,
8201585,820158500,,,1,,,,
8201586,820158600,1,,,,,,
8201587,820158700,1,,,,,,
8201589,820158900,1,,,,,,
8201589,820158902,1,,,,,,
8201589,820158903,1,,,,,,
8201589,820158904,1,,,,,,
8201589,820158905,1,,,,,,
8201590,820159000,1,,,,,,
8201591,820159100,,,1,,,,
8201592,820159200,,,1,,,,
8201593,820159300,,,1,,,,
8201593,820159302,,,1,,,,
8201593,820159303,,,1,,,,
8201593,820159304,,,1,,,,
8201593,820159305,,,1,,,,
8201593,820159306,,,1,,,,
8201595,820159500,,,1,,,,
8201596,820159600,1,,,,,,
8201597,820159700,1,,,,,,
8201598,820159800,1,,,,,,
8201599,820159900,,1,,,,,
8201600,820160000,1,,,,,,
8201601,820160100,1,,,,,,
8201602,820160200,1,,,,,,
8201603,820160300,1,,,,,,
8201605,820160500,1,,,,,,
8201606,820160600,1,,,,,,
8201607,820160700,1,,,,,,
8201607,820160701,1,,,,,,
8201608,820160800,,1,,,,,
8201609,820160900,1,,,,,,
8201610,820161000,1,,,,,,
8201611,820161100,1,,,1,,,
8201612,820161200,1,,,,,,
8201612,820161201,1,,,,,,
8201612,820161202,1,,,,,,
8201613,820161300,1,,,,,,
8201614,820161400,1,,,,,,
8201615,820161500,1,,,,,,
8201615,820161502,1,,,,,,
8201615,820161503,1,,,,,,
8201616,820161600,1,,,,,,
8201617,820161700,1,,,,,,
8201619,820161900,1,,,,,,
8201620,820162000,1,,,,,,
8201621,820162100,1,,1,,,,
8201622,820162200,1,,,,,,
8201622,820162201,1,,,,,,
8201623,820162300,,,1,,,,
8201624,820162400,1,,1,,,,
8201625,820162500,1,,,,,,
8201625,820162501,1,,,,,,
8201626,820162600,1,,1,,,,
8201627,820162700,1,,,,,,
8201628,820162800,1,,,,,,
8201629,820162900,1,,,,,,
8201630,820163000,,1,,,,,
8201631,820163100,1,,,,,,
8201632,820163200,1,,,,,,
8201633,820163300,1,,,,,,
8201634,820163400,1,,1,,,,
8201635,820163500,1,,,,,,
8201637,820163700,1,,,,,,
8201638,820163800,1,,,,,,
8201639,820163900,1,,,,,,
8201640,820164000,1,,,,,,
8201641,820164100,1,,,,,,
8201642,820164200,1,,1,,,,
8201643,820164300,1,,,,,,
8201644,820164400,1,,,,,,
8201645,820164500,1,,,,,,
8201646,820164600,1,,,,,,
8201648,820164800,1,,,,,,
8201649,820164900,1,,,,,,
8201650,820165000,1,,,,,,
8201651,820165100,1,,,,,,
8201651,820165101,1,,,,,,
8201652,820165200,1,,,,,,
8201653,820165300,1,,,,,,
8201654,820165400,,1,,,,,
8201658,820165800,1,,1,,,,
8201659,820165900,1,,,,,,
8201660,820166000,1,,,,,,
8201661,820166100,1,,,,,,
8201662,820166200,1,,,,,,
8201663,820166300,1,,,,,,
8201664,820166400,1,,,,,,
8201665,820166500,1,,,,,,
8201666,820166600,1,,,,,,
8201667,820166700,1,,,,,,
8201668,820166800,1,,,,,,
8201669,820166900,1,,,,,,
8201670,820167000,1,,,,,,
8201671,820167100,1,,1,,,,
8201672,820167200,1,,,,,,
8201673,820167300,1,,,,,,
8201674,820167400,1,,,,,,
8201675,820167500,1,,,,,,
8201676,820167600,1,,,,,,
8201677,820167700,1,,,,,,
8201678,820167800,1,,,,,,
8201679,820167900,,1,,,,,
8201680,820168000,1,,,,,,
8201681,820168100,1,,,,,,
8201682,820168200,1,,,,,,
8201683,820168300,,,1,,,,
8201684,820168400,1,,,,,,
8201685,820168500,1,,,,,,
8201686,820168600,1,,,,,,
8201687,820168700,1,,1,,,,
8201690,820169000,1,,,,,,
8201690,820169001,1,,,,,,
8201691,820169100,1,,,,,,
8201692,820169200,1,,,,,,
8201693,820169300,1,,,,,,
8201693,820169301,1,,,,,,
8201693,820169302,1,,,,,,
8201693,820169303,1,,,,,,
8201697,820169700,1,,,,,,
8201698,820169800,1,,,,,,
8201699,820169900,1,,,,,,
8201700,820170000,1,,,,,,
8201701,820170100,1,,1,,,,
8201702,820170200,1,,,,,,
8201703,820170300,1,,,,,,
8201704,820170400,1,,,,,,
8201705,820170500,1,,,,,,
8201706,820170600,,,1,,,,
8201706,820170601,,,1,,,,
8201706,820170602,,,1,,,,
8201706,820170603,,,1,,,,
8201707,820170700,,,1,,,,
8201709,820170900,1,,,,,,
8201710,820171000,1,,,,,,
8201711,820171100,1,,,,,,
8201711,820171101,1,,,,,,
8201712,820171200,1,,,,,,
8201713,820171300,1,,,,,,
8201713,820171301,1,,,,,,
8201715,820171500,1,,,,,,
8201716,820171600,1,,,,,,
8201717,820171700,1,,,,,,
8201718,820171800,1,,,,,,
8201719,820171900,1,,,,,,
8201720,820172000,,,1,,,,
8201721,820172100,1,,,,,,
8201722,820172200,1,,,,,,
8201723,820172300,1,,,,,,
8201724,820172400,1,,,,,,
8201725,820172500,1,,1,,,,
8201726,820172600,1,,,,,,
8201726,820172601,1,,,,,,
8201727,820172700,1,,,,,,
8201728,820172800,1,,,,,,
8201729,820172900,1,,,,,,
8201730,820173000,1,,,,,,
8201731,820173100,1,,,,,,
8201732,820173200,1,,,,,,
8201733,820173300,1,,,,,,
8201735,820173500,1,,,,,,
8201736,820173600,1,,,,,,
8201737,820173700,,,1,,,,
8201738,820173800,1,,,,,,
8201739,820173900,1,,,,,,
8201740,820174000,,,1,,,,
8201741,820174100,,,,,,,
8201743,820174300,1,,,,,,
8201744,820174400,1,,,,,,
8201745,820174500,1,,,,,,
8201747,820174700,,,1,,,,
8201748,820174800,,,1,,,,
8201748,820174801,,,1,,,,
8201748,820174803,,,1,,,,
8201748,820174804,,,1,,,,
8201748,820174805,,,1,,,,
8201748,820174806,,,1,,,,
8201748,820174807,,,1,,,,
8201748,820174811,,,1,,,,
8201749,820174900,1,,,,,,
8201750,820175000,1,,1,,,,
8201752,820175200,1,,,,,,
8201753,820175300,1,,,,,,
8201754,820175400,1,,,,,,
8201755,820175500,1,,,,,,
8201756,820175600,1,,,,,,
8201757,820175700,1,,,,,,
8201758,820175800,1,,,,,,
8201759,820175900,1,,,,,,
8201759,820175902,,,1,,,,
8201760,820176000,1,,,,,,
8201761,820176100,1,,,,,,
8201762,820176200,1,,,,,,
8201763,820176300,1,,,,,,
8201765,820176500,1,,,,,,
8201766,820176600,1,,,,,,
8201767,820176700,,,1,,,,
8201767,820176701,,,1,,,,
8201768,820176800,1,,,,,,
8201769,820176900,,,1,,,,
8201769,820176901,,,1,,,,
8201769,820176902,,,1,,,,
8201769,820176903,,,1,,,,
8201769,820176904,,,1,,,,1
8201769,820176905,,,1,,,,
8201769,820176906,,,1,,,,
8201769,820176907,,,1,,,,
8201769,820176908,,,1,,,,
8201769,820176909,,,1,,,,
8201769,820176910,,,1,,,,
8201769,820176911,,,1,,,,
8201769,820176912,,,1,,,,
8201770,820177000,1,,,,,,
8201771,820177100,1,,,,,,
8201772,820177200,1,,,,,,
8201774,820177400,1,,,,,,
8201775,820177500,1,,1,,,,
8201776,820177600,1,,,,,,
8201777,820177700,1,,,,,,
8201778,820177800,1,,,,,,
8201779,820177900,1,,,,,,
8201780,820178000,,1,,,,,
8201781,820178100,1,,,,,,
8201782,820178200,1,,,,,,
8201783,820178300,1,,,,,,
8201783,820178301,1,,,,,,
8201784,820178400,1,,,,,,
8201785,820178500,1,,,,,,
8201786,820178600,1,,,,,,
8201787,820178700,1,,,,,,
8201788,820178800,1,,,,,,
8201789,820178900,1,,,,,,
8201790,820179000,,,1,,,,
8201791,820179100,1,,,,,,
8201791,820179101,1,,,,,,
8201793,820179300,1,,,,,,
8201795,820179500,1,,,,,,
8201796,820179600,,,1,,,,
8201796,820179602,,,1,,,,
8201796,820179603,,,1,,,,
8201796,820179604,,,1,,,,
8201797,820179700,1,,,,,,
8201797,820179701,1,,,,,,
8201798,820179800,1,,,,,,
8201799,820179900,1,,,,,,
8201800,820180000,1,,,,,,
8201802,820180200,1,,,,,,
8201803,820180300,1,,,,,,
8201804,820180400,,,1,,,,
8201805,820180500,1,,,,,,
8201805,820180502,1,,,,,,
8201806,820180600,,,1,,,,
8201806,820180601,,,1,,,,
8201807,820180700,1,,,,,,
8201808,820180800,,1,,,,,
8201809,820180900,1,,,,,,
8201809,820180901,1,,,,,,
8201810,820181000,1,,,,,,
8201810,820181001,1,,,,,,
8201811,820181100,1,,,,,,
8201812,820181200,1,,,,,,
8201812,820181201,1,,,,,,
8201812,820181202,1,,,,,,
8201815,820181500,1,,,,,,
8201816,820181600,1,,,,,,
8201820,820182000,,,1,,,,
8201821,820182100,1,,,,,,
8201822,820182200,1,,,,,,
8201823,820182300,1,,,,,,
8201824,820182400,1,,,,,,
8201825,820182500,1,,,,,,
8201826,820182600,1,,,,,,
8201827,820182700,1,,,,,,
8201828,820182800,1,,,,,,
8201829,820182900,1,,,,,,
8201830,820183000,1,,,,,,
8201831,820183100,1,,,,,,
8201831,820183101,1,,,,,,
8201832,820183200,,,1,,,,
8201833,820183300,1,,,,,,
8201835,820183500,1,,,,,,
8201836,820183600,1,,,,,,
8201838,820183800,1,,,,,,
8201839,820183900,1,,,,,,
8201839,820183901,1,,,,,,
8201840,820184000,1,,,,,,
8201841,820184100,1,,,,,,
8201842,820184200,1,,,,,,
8201843,820184300,1,,,,,,
8201844,820184400,1,,,,,,
8201846,820184600,,,1,,,,
8201846,820184601,,,1,,,,
8201847,820184700,1,,,,,,
8201848,820184800,1,,,,,,
8201848,820184801,1,,,,,,
8201849,820184900,1,,,,,,
8201850,820185000,1,,,,,,
8201851,820185100,1,,,,,,
8201852,820185200,1,,,,,,
8201853,820185300,,1,,,,,
8201854,820185400,1,,,,,,
8201855,820185500,,,1,,,,1
8201855,820185510,,,1,,,,
8201856,820185600,1,,,,,,
8201857,820185700,1,,,,,,
8201857,820185705,1,,,,,,
8201859,820185900,1,,,,,,
8201860,820186000,1,,,,,,
8201861,820186100,1,,,,,,
8201862,820186200,1,,,,,,
8201865,820186500,,,1,,,,
8201866,820186600,1,,,,,,
8201867,820186700,1,,,,,,
8201868,820186800,1,,,,,,
8201869,820186900,1,,1,,,,
8201872,820187200,,,1,,,,
8201872,820187201,,,1,,,,
8201872,820187202,,,1,,,,
8201872,820187203,,,1,,,,
8201872,820187205,,,1,,,,
8201872,820187206,,,1,,,,
8201874,820187400,1,,,,,,
8201875,820187500,1,,,,,,
8201876,820187600,1,,1,,,,
8201877,820187700,1,,,,,,
8201878,820187800,,,1,,,,
8201880,820188000,1,,,1,,,
8201881,820188100,1,,,,,,
8201882,820188200,,1,,,,,
8201884,820188400,1,,,,,,
8201884,820188401,1,,,,,,
8201884,820188402,1,,,,,,
8201885,820188500,1,,,,,,
8201886,820188600,1,,,,,,
8201887,820188700,,1,,,,,
8201888,820188800,1,,1,,,,
8201889,820188900,1,,,,,,
8201890,820189000,1,,,,,,
8201890,820189001,1,,,,,,
8201891,820189100,1,,,,,,
8201892,820189200,1,,,,,,
8201892,820189201,1,,,,,,
8201892,820189202,1,,,,,,
8201893,820189300,1,,,,,,
8201894,820189400,,,1,,,,
8201895,820189500,1,,,1,,,
8201895,820189501,1,,,,,,
8201896,820189600,1,,,,,,
8201896,820189601,1,,,,,,
8201897,820189700,1,,,,,,
8201898,820189800,1,,,,,,
8201899,820189900,1,,,,,,
8201900,820190000,1,,,,,,
8201901,820190100,1,,,,,,
8201902,820190200,1,,,,,,
8201904,820190400,,,1,,,,
8201904,820190402,,,1,,,,
8201904,820190404,,,1,,,,
8201904,820190405,,,1,,,,
8201904,820190406,,,1,,,,
8201904,820190407,,,1,,,,
8201905,820190500,1,,,,,,
8201906,820190600,,,,,,,
8201907,820190700,1,,,,,,
8201908,820190800,1,,,,,,
8201909,820190900,,1,,,,,
8201910,820191000,1,,,,,,
8201911,820191100,1,,,,,,
8201911,820191101,1,,,,,,
8201913,820191300,1,,,,,,
8201914,820191400,1,,,,,,
8201915,820191500,1,,,,,,
8201916,820191600,1,,,,,,
8201917,820191700,1,,,,,,
8201918,820191800,1,,,,,,
8201919,820191900,1,,,,,,
8201920,820192000,1,,,,,,
8201921,820192100,1,,,,,,
8201922,820192200,1,,,,,,
8201923,820192300,1,,,,,,
8201924,820192400,1,,,,,,
8201925,820192500,1,,,,,,
8201926,820192600,1,,,,,,
8201927,820192700,1,,,,,,
8201929,820192900,1,,,,,,
8201930,820193000,,,1,,,,
8201931,820193100,1,,,,,,
8201932,820193200,1,,,,,,
8201933,820193300,1,,,,,,
8201934,820193400,1,,,,,,
8201935,820193500,1,,,,,,
8201936,820193600,1,,,,,,
8201936,820193601,1,,,,,,
8201936,820193602,1,,,,,,
8201937,820193700,1,,,,,,
8201938,820193800,1,,,,,,
8201939,820193900,1,,,,,,
8201940,820194000,,,1,,,,
8201940,820194001,,,1,,,,
8201940,820194002,,,1,,,,
8201941,820194100,1,,,,,,
